essential hypertension,0.108836494,-0.38992283,0.44405484,0.022796955,0.12600838,0.005647242,-0.06738849,0.022267053,0.01734944,0.078042656,0.3179365,0.12644465,-0.063696265,-0.24464574,-0.04609718,-0.25964835,-0.20438829,-0.10733699,-0.22964714,-0.28666264,0.10599725,-0.032857075,-0.17773782,0.06750928,0.2414192,-0.18763337,-0.040253043,0.10675621,0.21475196,-0.36371672,-0.110600874,-0.091364756,-0.10568934,0.16250019,-0.551152,0.23099521,-0.3779275,0.10844906,0.009050823,-0.0794345,-0.1638376,-0.2765652,-0.07893915,-0.18013757,0.11346995,0.057855085,-0.41037145,0.4051463,0.10839732,0.24209574,0.03255886,0.0104763135,0.42887357,-0.07472569,0.16559643,0.0069291973,0.19850068,-0.08983089,-0.08554761,0.08262282,0.00031392148,-0.15135112,-0.26678994,-0.031275325
"carcinoma, non-small-cell lung",0.016340625,-0.0011412669,0.004579043,-0.073908284,0.17165387,-0.21607667,-0.007999372,-0.08771056,0.04125071,0.027740004,0.007962404,0.13668971,-0.015122554,-0.06256394,-0.09355121,-0.04878498,0.009723807,-0.042553782,0.070149854,-0.15894602,-0.12588516,0.042815473,-0.03588178,0.057476733,0.12712306,-0.06665176,0.04026173,0.041207694,-0.0069515617,-0.03781116,0.008482339,-0.13889259,-0.007646481,0.07370903,-0.10086863,-0.040607933,-0.2732804,0.07311054,0.08066679,0.07607724,0.060811684,-0.12130483,0.020681383,-0.03381761,0.31236854,0.116303176,-0.10208371,-0.03133543,-0.07901105,0.081015185,0.1311724,-0.0813276,0.13804753,0.007934495,-0.06410842,-0.018608544,0.11263858,-0.15976873,0.0071201716,-0.002860643,0.037753046,0.12397041,-0.08876147,-0.062391806
"lupus erythematosus, systemic",0.084684655,-0.14683914,0.14114028,0.032057885,0.18812886,-0.2909917,0.058109578,-0.14823477,-0.2062199,0.14674315,0.018413233,0.4453317,0.18577588,-0.061014958,0.12905386,0.09355395,-0.11482612,-0.09628189,-0.22157808,-0.21213603,-0.030379407,0.06848563,0.22599627,0.13866676,0.42781642,-0.087913476,-0.14948018,0.23045607,0.104549155,-0.015313046,0.11828341,-0.09736104,0.009261606,0.115438335,0.16367225,0.084449016,-0.5694611,-0.14113015,-0.014164434,-0.15894441,0.3209573,-0.19781134,-0.063999526,0.07798642,0.37956133,0.17061324,-0.0227427,0.2929875,-0.08824009,0.1788351,0.3182902,0.038091995,0.18783894,0.039648958,0.02191795,-0.029759424,-0.24844562,0.035574224,-0.0017029308,0.28868267,0.18263184,-0.023140965,-0.04764988,-0.04521353
glioma,-0.31481865,0.099339694,0.17878318,-0.27393955,0.619787,-0.06536512,0.35760272,-0.10985675,-0.49787593,0.32361642,-0.05884913,0.2050766,-0.18941398,-0.37171832,-0.4870053,-0.032464705,-0.046185344,-0.28187218,0.038211104,0.12447057,-0.37359956,0.27724338,0.08381197,0.105596796,0.07621552,-0.3661991,-0.13970715,-0.051278077,0.11358169,-0.16752185,0.20081672,-0.3549425,0.17610735,0.12415993,-0.14058094,0.18095343,-0.72097,0.041257955,-0.08256801,-0.33404833,-0.06229967,0.068876095,-0.21118285,-0.2777432,-0.020527573,0.13820219,-0.35029677,0.32002062,-0.025631173,-0.061069246,0.25563708,-0.339299,0.12971076,0.31094003,-0.1236127,-0.31255442,0.4697382,0.22835301,0.36297575,-0.044258855,-0.07500419,0.45319545,-0.30312163,0.019089796
acne vulgaris,0.05498627,0.01276209,0.18004043,0.0604618,0.11355721,-0.12958446,0.14041269,-0.072694294,-0.017861828,0.122800045,0.05899717,0.1907419,0.2349422,-0.048273053,0.014790149,0.18132563,-0.05591719,-0.22040291,-0.037528288,-0.046590317,0.061480716,-0.028950611,0.13132708,0.13213569,0.3073082,0.056053482,-0.24852455,0.1830031,0.0064782477,-0.09545079,-0.034667015,-0.04701674,0.08151202,0.24699885,-0.007261901,0.14906396,-0.3810666,-0.19590908,-0.0025142068,-0.09674729,0.079448685,-0.10313572,-0.12990198,0.04689616,0.20026478,0.26336667,-0.031049274,0.16773148,0.033858005,0.10342547,0.057502657,-0.073795855,0.1473046,0.02991268,0.17656535,-0.040947754,-0.27528116,0.120866835,-0.10270077,0.1977,0.017697664,0.037873108,0.09244168,0.028882705
urinary bladder neoplasms,-0.010968576,0.021712752,0.1533998,-0.17565028,0.29080686,-0.14866592,-0.0008193031,-0.11324037,-0.020633765,0.30916336,0.09652728,0.25580946,-0.20332634,-0.11927802,-0.21477461,0.25020126,-0.067656964,-0.12041452,0.053074665,-0.20412365,-0.49372658,-0.24079241,-0.04236182,0.23685381,0.4457997,-0.1231555,-0.010347881,0.13292366,0.11415999,-0.06866861,-0.01608337,-0.31103256,0.06394974,0.28824282,-0.3497721,0.1385665,-0.42136863,-0.09760635,0.24908449,-0.019689927,0.078197785,-0.0864025,-0.26785973,0.28916255,0.37008438,0.3426946,-0.47197872,0.11505726,0.2568211,-0.033167813,0.6492568,-0.14902659,0.23739228,0.10337697,-0.052414663,-0.062067423,0.05177248,-0.30412528,0.07026327,0.19763035,0.18987429,0.66773224,0.014030519,-0.046104062
breast neoplasms,-0.035684813,0.18639569,0.3014139,-0.19132751,0.64510506,-0.24210897,0.2732551,-0.18586253,-0.05322833,0.28709456,0.07751937,0.47057086,0.08420314,-0.27370647,-0.42635554,0.26350358,-0.13364203,-0.4491236,0.12270823,0.030985557,-0.3729207,0.13122611,0.07725944,0.24622217,0.5347119,-0.098864436,-0.30194077,0.43225637,0.06406264,-0.27243736,0.17960438,-0.22172946,0.10950619,0.5637065,-0.28109124,0.33143827,-0.98655057,-0.25810692,0.07781084,-0.2448378,0.11779736,-0.22702737,-0.31909242,0.10622889,0.66273534,0.45615876,-0.17272238,0.233856,0.10716801,0.059784885,0.50196964,-0.31035414,0.16635798,0.15868738,0.24589111,-0.18407825,-0.14385946,0.08566379,0.013045866,0.29979014,-0.02586062,0.56758815,-0.10600043,-0.0019223858
colorectal neoplasms,0.20173758,0.11806153,0.19159038,-0.09495857,0.48422146,-0.15645513,0.05569049,-0.28942654,-0.122258954,-0.055943217,-0.025753906,0.33654583,-0.029830916,-0.08655854,-0.57767045,0.22892429,-0.0900002,-0.27522025,0.111842886,0.21385127,-0.42039883,0.0786766,0.009709098,0.22834006,0.37570196,-0.25642607,-0.13373944,0.09612463,-0.01334789,-0.22996305,0.26748398,-0.22989924,0.38567966,0.39942878,-0.7005541,0.23859835,-0.4723467,-0.081663,0.050026238,-0.27431664,0.044489115,-0.1362391,-0.32637417,0.10768183,0.4548372,0.2597245,-0.09213514,0.00044753216,0.13461794,0.15882227,0.4590275,-0.35183576,0.022566,0.049078047,0.10485286,-0.32406616,0.21758565,0.057416633,-0.024837414,0.06852635,-0.17861044,0.36754695,-0.092186175,-0.11350362
"carcinoma, hepatocellular",-0.11779584,0.04005979,0.18191417,-0.17544486,0.6487652,-0.05824449,0.2319189,-0.23771589,-0.3669041,0.20427425,-0.03373674,0.33975086,-0.09953434,-0.29146326,-0.56442463,0.20532487,-0.056371413,-0.35837454,0.105110124,0.17307962,-0.432045,0.10802153,0.036049336,0.2513939,0.2244441,-0.30111983,-0.15450636,0.09046062,-0.015882956,-0.17218636,0.35168687,-0.30788273,0.29912856,0.3848005,-0.45616305,0.2792196,-0.7275285,-0.12308369,0.01450017,-0.30239674,-0.036669552,-0.13443322,-0.32868436,-0.03601201,0.29996797,0.28448296,-0.11483983,0.2096054,0.15318905,0.05085386,0.5753894,-0.4413594,0.13571675,0.20931543,0.044283785,-0.38904995,0.22189179,0.15312023,0.19411227,0.02341832,-0.1947648,0.5341652,-0.17373446,-0.020325046
lupus nephritis,0.081046,-0.25359023,0.12374228,0.0017129076,0.06333423,-0.23632206,-0.035962168,-0.09770362,-0.21115345,0.19873816,0.030808078,0.3552637,-0.012712925,-0.07049072,0.1535432,0.14202218,-0.15229243,-0.0668961,-0.26195696,-0.29124403,-0.3011243,-0.3500631,0.19847007,0.1645341,0.54094076,-0.08850203,-0.017078057,0.05903755,0.08932352,0.022501087,0.045765854,-0.1521388,-0.01621841,0.1010996,0.021738227,0.038665842,-0.40045193,-0.13476709,0.073086664,-0.03046945,0.20957328,-0.2282523,-0.20801128,0.21868551,0.3566176,0.2701407,-0.24418043,0.31372893,0.23027556,0.09989933,0.5493049,0.08633683,0.34491527,0.03578048,-0.018346272,0.039196726,-0.17512107,-0.20306645,0.07358998,0.28057653,0.25337595,0.33703467,-0.037694234,-0.009723578
