db00349,ataxia
db00349,"constriction, pathologic"
db00349,"epilepsy, tonic-clonic"
db00349,glycosuria
db00349,disorders of excessive somnolence
db00349,hypothyroidism
db00349,myoclonus
db00349,paresis
db00349,proteinuria
db00349,seizures
db00349,stevens-johnson syndrome
db00349,substance withdrawal syndrome
db00349,hypophosphatemia
db00349,neurobehavioral manifestations
db00349,"vasospasm, intracranial"
db00361,adenocarcinoma
db00361,agranulocytosis
db00361,alopecia
db00361,anemia
db00361,angina pectoris
db00361,anorexia
db00361,asthenia
db00361,atrial fibrillation
db00361,atrial flutter
db00361,autonomic nervous system diseases
db00361,breast neoplasms
db00361,carcinoma
db00361,"carcinoma, non-small-cell lung"
db00361,"carcinoma, squamous cell"
db00361,cardiovascular diseases
db00361,central nervous system diseases
db00361,constipation
db00361,dermatitis
db00361,diarrhea
db00361,edema
db00361,erythema
db00361,fatigue
db00361,fever
db00361,gastrointestinal diseases
db00361,head and neck neoplasms
db00361,"hearing loss, bilateral"
db00361,"hearing loss, sensorineural"
db00361,heart diseases
db00361,heart failure
db00361,hematologic diseases
db00361,hypertension
db00361,hyponatremia
db00361,inappropriate adh syndrome
db00361,kidney diseases
db00361,leukopenia
db00361,liver neoplasms
db00361,lung diseases
db00361,lung neoplasms
db00361,melanoma
db00361,mesothelioma
db00361,muscular diseases
db00361,myocardial infarction
db00361,nausea
db00361,neoplasm metastasis
db00361,neoplasms
db00361,nervous system diseases
db00361,neuralgia
db00361,neutropenia
db00361,ovarian neoplasms
db00361,pain
db00361,pancreatic neoplasms
db00361,pancytopenia
db00361,paresthesia
db00361,peripheral nervous system diseases
db00361,phlebitis
db00361,polyneuropathies
db00361,prostatic neoplasms
db00361,pulmonary embolism
db00361,spinal cord diseases
db00361,stomatitis
db00361,thrombocytopenia
db00361,thromboembolism
db00361,tinnitus
db00361,vascular diseases
db00361,vomiting
db00361,"glomerulonephritis, membranous"
db00361,liver failure
db00361,myocardial ischemia
db00361,sepsis
db00361,venous thrombosis
db00361,neurotoxicity syndromes
db00361,mucositis
db00361,drug-related side effects and adverse reactions
db01136,albuminuria
db01136,angina pectoris
db01136,"arrhythmias, cardiac"
db01136,atrial fibrillation
db01136,atrial flutter
db01136,autonomic nervous system diseases
db01136,bradycardia
db01136,"cardiomyopathy, dilated"
db01136,"cardiomyopathy, hypertrophic"
db01136,dementia
db01136,drug eruptions
db01136,diabetic angiopathies
db01136,"disease models, animal"
db01136,dizziness
db01136,endomyocardial fibrosis
db01136,fever
db01136,glioma
db01136,headache
db01136,heart arrest
db01136,"heart defects, congenital"
db01136,heart diseases
db01136,cardiomegaly
db01136,heart failure
db01136,hyperemia
db01136,hypertension
db01136,"hypertension, portal"
db01136,"hypertension, pulmonary"
db01136,"hypertension, renal"
db01136,hypotension
db01136,"hypotension, orthostatic"
db01136,inflammation
db01136,insulin resistance
db01136,kidney diseases
db01136,"kidney failure, chronic"
db01136,memory disorders
db01136,movement disorders
db01136,cardiomyopathies
db01136,myocardial infarction
db01136,myocarditis
db01136,necrosis
db01136,postoperative complications
db01136,proteinuria
db01136,pruritus
db01136,quadriplegia
db01136,rhabdomyolysis
db01136,sleep wake disorders
db01136,stevens-johnson syndrome
db01136,tachycardia
db01136,ventricular fibrillation
db01136,reperfusion injury
db01136,myocardial reperfusion injury
db01136,weight loss
db01136,"death, sudden, cardiac"
db01136,"tachycardia, ventricular"
db01136,myocardial ischemia
db01136,"hypertrophy, left ventricular"
db01136,"vasculitis, leukocytoclastic, cutaneous"
db01136,"ventricular dysfunction, left"
